316, 131.135, 44.3376
316, 131.145, 44.2985
316, 131.156, 44.2596
316, 131.167, 44.2207
316, 131.178, 44.1819
316, 131.189, 44.1432
316, 131.2, 44.1045
316, 131.212, 44.0659
316, 131.195, 44.0412
316, 131.234, 43.9889
316, 131.218, 43.9642
316, 131.23, 43.9258
316, 131.241, 43.8874
316, 131.253, 43.8492
316, 131.265, 43.811
316, 131.249, 43.7862
316, 131.261, 43.7481
316, 131.273, 43.7101
316, 131.258, 43.6853
316, 131.298, 43.6343
316, 131.282, 43.6095
316, 131.294, 43.5718
316, 131.307, 43.5341
316, 131.291, 43.5088
316, 131.304, 43.4712
316, 131.317, 43.4337
316, 131.301, 43.4088
316, 131.286, 43.3838
316, 131.299, 43.3464
316, 131.312, 43.3092
316, 131.297, 43.2842
316, 131.31, 43.247
316, 131.323, 43.2099
316, 131.308, 43.1849
316, 131.294, 43.1598
316, 131.307, 43.1229
316, 131.321, 43.0859
316, 131.306, 43.0608
316, 131.291, 43.0357
316, 131.305, 42.999
316, 131.291, 42.9738
315, 138.247, 40.4077
315, 138.264, 40.4114
315, 138.281, 40.415
315, 138.298, 40.4185
315, 138.32, 40.4174
315, 138.337, 40.4208
315, 138.359, 40.4194
315, 138.376, 40.4227
315, 138.394, 40.4258
315, 138.411, 40.4289
315, 138.428, 40.4319
315, 138.445, 40.4349
315, 138.463, 40.4378
315, 138.484, 40.4358
315, 138.501, 40.4386
315, 138.519, 40.4412
315, 138.54, 40.439
315, 138.557, 40.4415
315, 138.575, 40.4439
315, 138.592, 40.4463
315, 138.609, 40.4486
315, 138.627, 40.4508
315, 138.644, 40.4529
315, 138.661, 40.455
315, 138.682, 40.4521
315, 138.7, 40.454
315, 138.717, 40.4559
315, 138.734, 40.4576
315, 138.755, 40.4544
315, 138.772, 40.456
315, 138.79, 40.4576
315, 138.807, 40.459
315, 138.825, 40.4604
315, 138.842, 40.4618
315, 138.859, 40.463
315, 138.877, 40.4642
315, 138.894, 40.4653
315, 138.914, 40.4614
315, 138.932, 40.4623
315, 138.949, 40.4632
315, 138.967, 40.464
244, 133.095, 32.3274
244, 133.124, 32.3858
244, 133.169, 32.4637
244, 133.215, 32.5415
244, 133.244, 32.5994
244, 133.274, 32.6572
244, 133.337, 32.754
244, 133.367, 32.8114
244, 133.396, 32.8688
244, 133.426, 32.926
244, 133.473, 33.0024
244, 133.504, 33.0594
244, 133.551, 33.1354
244, 133.582, 33.192
244, 133.612, 33.2485
244, 133.643, 33.3049
244, 133.674, 33.3611
244, 133.746, 33.4599
244, 133.777, 33.5157
244, 133.8, 33.5622
244, 133.84, 33.6273
244, 133.871, 33.6827
244, 133.903, 33.738
244, 133.935, 33.7932
244, 133.967, 33.8482
244, 133.999, 33.903
244, 134.031, 33.9577
244, 134.064, 34.0123
244, 134.096, 34.0667
244, 134.111, 34.1027
244, 134.145, 34.1578
244, 134.178, 34.2118
244, 134.211, 34.2658
244, 134.226, 34.3015
244, 134.26, 34.355
244, 134.293, 34.4084
244, 134.318, 34.4527
244, 134.342, 34.4969
244, 134.376, 34.5498
244, 134.392, 34.5849
244, 134.426, 34.6376
314, 144.859, 39.5543
314, 144.856, 39.5735
314, 144.853, 39.5927
314, 144.85, 39.6119
314, 144.846, 39.631
314, 144.843, 39.6502
314, 144.813, 39.6675
314, 144.809, 39.6865
314, 144.806, 39.7056
314, 144.802, 39.7246
314, 144.799, 39.7436
314, 144.795, 39.7626
314, 144.792, 39.7816
314, 144.788, 39.8005
314, 144.784, 39.8195
314, 144.781, 39.8384
314, 144.777, 39.8573
314, 144.773, 39.8763
314, 144.77, 39.8951
314, 144.766, 39.914
314, 144.762, 39.9329
314, 144.759, 39.9517
314, 144.755, 39.9706
314, 144.751, 39.9894
314, 144.747, 40.0082
314, 144.743, 40.027
314, 144.739, 40.0457
314, 144.736, 40.0645
314, 144.732, 40.0832
314, 144.728, 40.1019
314, 144.724, 40.1206
314, 144.72, 40.1392
314, 144.716, 40.1578
314, 144.712, 40.1765
314, 144.734, 40.1996
314, 144.73, 40.2182
314, 144.726, 40.2369
314, 144.722, 40.2555
314, 144.718, 40.2741
314, 144.714, 40.2926
314, 144.71, 40.3112
313, 133.837, 39.5217
313, 133.834, 39.5009
313, 133.831, 39.4706
313, 133.8, 39.4503
313, 133.797, 39.4294
313, 133.793, 39.4085
313, 133.789, 39.3877
313, 133.786, 39.3663
313, 133.755, 39.3455
313, 133.752, 39.3245
313, 133.748, 39.3035
313, 133.745, 39.2826
313, 133.714, 39.2613
313, 133.711, 39.2402
313, 133.708, 39.2191
313, 133.705, 39.1981
313, 133.674, 39.1763
313, 133.671, 39.1551
313, 133.668, 39.134
313, 133.665, 39.1128
313, 133.634, 39.0906
313, 133.631, 39.0693
313, 133.629, 39.0461
313, 133.599, 39.0234
313, 133.596, 39.0021
313, 133.593, 38.9808
313, 133.563, 38.9573
313, 133.561, 38.9358
313, 133.558, 38.9145
313, 133.528, 38.891
313, 133.526, 38.8696
313, 133.523, 38.8482
313, 133.493, 38.8244
313, 133.491, 38.8029
313, 133.489, 38.7814
313, 133.459, 38.7573
313, 133.457, 38.7357
313, 133.427, 38.7113
313, 133.425, 38.6897
313, 133.423, 38.6681
313, 133.394, 38.6433
312, 140.698, 40.2953
312, 140.714, 40.2923
312, 140.731, 40.2892
312, 140.752, 40.2903
312, 140.769, 40.2871
312, 140.785, 40.2838
312, 140.802, 40.2805
312, 140.818, 40.277
312, 140.835, 40.2736
312, 140.856, 40.2741
312, 140.873, 40.2705
312, 140.889, 40.2668
312, 140.911, 40.2671
312, 140.927, 40.2633
312, 140.944, 40.2594
312, 140.96, 40.2554
312, 140.976, 40.2514
312, 140.998, 40.2513
312, 141.015, 40.2471
312, 141.037, 40.2468
312, 141.053, 40.2425
312, 141.069, 40.2381
312, 141.086, 40.2336
312, 141.102, 40.2291
312, 141.118, 40.2245
312, 141.14, 40.2237
312, 141.156, 40.219
312, 141.179, 40.218
312, 141.195, 40.2131
312, 141.211, 40.2081
312, 141.227, 40.2031
312, 141.243, 40.1981
312, 141.265, 40.1966
312, 141.281, 40.1914
312, 141.297, 40.1861
312, 141.317, 40.1826
312, 141.339, 40.1808
312, 141.358, 40.1771
312, 141.374, 40.1715
312, 141.39, 40.1659
312, 141.413, 40.1638
311, 137.411, 37.3373
311, 137.421, 37.3574
311, 137.431, 37.3774
311, 137.441, 37.3974
311, 137.444, 37.4114
311, 137.461, 37.4372
311, 137.464, 37.4511
311, 137.474, 37.4708
311, 137.484, 37.4905
311, 137.495, 37.5102
311, 137.505, 37.5297
311, 137.508, 37.5436
311, 137.519, 37.5631
311, 137.529, 37.5825
311, 137.533, 37.5963
311, 137.55, 37.6211
311, 137.554, 37.6349
311, 137.564, 37.654
311, 137.575, 37.6731
311, 137.578, 37.6869
311, 137.589, 37.7059
311, 137.6, 37.7248
311, 137.604, 37.7385
311, 137.621, 37.7624
311, 137.625, 37.7761
311, 137.63, 37.7898
311, 137.647, 37.8133
311, 137.651, 37.8269
311, 137.656, 37.8406
311, 137.673, 37.8638
311, 137.678, 37.8774
311, 137.682, 37.891
311, 137.693, 37.9092
311, 137.704, 37.9274
311, 137.709, 37.9409
311, 137.72, 37.959
311, 137.731, 37.9769
311, 137.736, 37.9904
311, 137.747, 38.0082
311, 137.759, 38.026
311, 137.764, 38.0394
310, 142.081, 36.9359
310, 142.083, 36.9216
310, 142.099, 36.8934
310, 142.108, 36.872
310, 142.117, 36.8507
310, 142.126, 36.8292
310, 142.143, 36.8006
310, 142.151, 36.7791
310, 142.16, 36.7575
310, 142.169, 36.7358
310, 142.185, 36.7069
310, 142.187, 36.6924
310, 142.203, 36.6633
310, 142.219, 36.634
310, 142.22, 36.6195
310, 142.236, 36.5901
310, 142.252, 36.5606
310, 142.253, 36.5461
310, 142.268, 36.5164
310, 142.284, 36.4866
310, 142.285, 36.4721
310, 142.301, 36.4421
310, 142.316, 36.4121
310, 142.317, 36.3975
310, 142.332, 36.3673
310, 142.348, 36.337
310, 142.363, 36.3066
310, 142.364, 36.292
310, 142.379, 36.2615
310, 142.394, 36.2308
310, 142.409, 36.2001
310, 142.41, 36.1854
310, 142.425, 36.1545
310, 142.44, 36.1236
310, 142.455, 36.0925
310, 142.469, 36.0613
310, 142.469, 36.0468
310, 142.484, 36.0155
310, 142.499, 35.9842
310, 142.513, 35.9533
310, 142.527, 35.9217
316, 131.135, 44.3376
316, 131.145, 44.2985
316, 131.156, 44.2596
316, 131.167, 44.2207
316, 131.178, 44.1819
316, 131.189, 44.1432
316, 131.2, 44.1045
316, 131.212, 44.0659
316, 131.195, 44.0412
316, 131.234, 43.9889
316, 131.218, 43.9642
316, 131.23, 43.9258
316, 131.241, 43.8874
316, 131.253, 43.8492
316, 131.265, 43.811
316, 131.249, 43.7862
316, 131.261, 43.7481
316, 131.273, 43.7101
316, 131.258, 43.6853
316, 131.298, 43.6343
316, 131.282, 43.6095
316, 131.294, 43.5718
316, 131.307, 43.5341
316, 131.291, 43.5088
316, 131.304, 43.4712
316, 131.317, 43.4337
316, 131.301, 43.4088
316, 131.286, 43.3838
316, 131.299, 43.3464
316, 131.312, 43.3092
316, 131.297, 43.2842
316, 131.31, 43.247
316, 131.323, 43.2099
316, 131.308, 43.1849
316, 131.294, 43.1598
316, 131.307, 43.1229
316, 131.321, 43.0859
316, 131.306, 43.0608
316, 131.291, 43.0357
316, 131.305, 42.999
316, 131.291, 42.9738
315, 138.247, 40.4077
315, 138.264, 40.4114
315, 138.281, 40.415
315, 138.298, 40.4185
315, 138.32, 40.4174
315, 138.337, 40.4208
315, 138.359, 40.4194
315, 138.376, 40.4227
315, 138.394, 40.4258
315, 138.411, 40.4289
315, 138.428, 40.4319
315, 138.445, 40.4349
315, 138.463, 40.4378
315, 138.484, 40.4358
315, 138.501, 40.4386
315, 138.519, 40.4412
315, 138.54, 40.439
